 03084	LORCHA L ORXA	l'Orxa/Lorcha
 03141	LOS MONTESINOS	Los Montesinos
 03086	MILLENA	Millena
 03088	MONFORTE DEL CID	Monforte del Cid
 03089	MONOVAR MONOVER	Monòver/Monóvar
 03091	MURLA	Murla
 03092	MURO DE ALCOY	Muro de Alcoy
 03090	MUTXAMEL	Mutxamel
 03093	NOVELDA	Novelda
 03095	ONDARA	Ondara
 03096	ONIL	Onil
 03097	ORBA	Orba
 03099	ORIHUELA	Orihuela
 03098	ORXETA	Orxeta
 03100	PARCENT	Parcent
 03101	PEDREGUER	Pedreguer
 03102	PEGO	Pego
 03103	PENAGUILA	Penàguila
 03104	PETRER	Petrer
 03142	PILAR DE LA HORADADA	Pilar de la Horadada
 03106	PLANES	Planes
 03107	POLOP	Polop
 03060	QUATRETONDETA	Quatretondeta
 03109	RAFAL	Rafal
 03111	REDOVAN	Redován
 03112	RELLEU	Relleu
 03113	ROJALES	Rojales
 03115	SAGRA	Sagra
 03116	SALINAS	Salinas
 03118	SAN FULGENCIO	San Fulgencio
 03143	SAN ISIDRO	San Isidro
 03120	SAN MIGUEL DE SALINAS	San Miguel de Salinas
 03122	SAN VICENTE DEL RASPEIG SANT V	Sant Vicent del Raspeig/San Vicente del Raspeig
 03117	SANET Y NEGRALS	Sanet y Negrals
 03119	SANT JOAN D ALACANT	Sant Joan d'Alacant
 03121	SANTA POLA	Santa Pola
 03123	SAX	Sax
 03124	SELLA	Sella
 03125	SENIJA	Senija
 03127	TARBENA	Tàrbena
 03128	TEULADA	Teulada
 03129	TIBI	Tibi
 03130	TOLLOS	Tollos
 03131	TORMOS	Tormos
 03132	TORREMANZANAS LA TORRE DE LES	la Torre de les Maçanes/Torremanzanas
 03133	TORREVIEJA	Torrevieja
 03136	VALL DE GALLINERA	la Vall de Gallinera
 03139	VILLAJOYOSA   LA VILA JOIOSA	la Vila Joiosa/Villajoyosa
 03140	VILLENA	Villena
 03081	XALO	Xaló
 04001	ABLA	Abla
 04002	ABRUCENA	Abrucena
 04003	ADRA	Adra
 04004	ALBANCHEZ	Albanchez
 04005	ALBOLODUY	Alboloduy
 04006	ALBOX	Albox
 04007	ALCOLEA	Alcolea
 04008	ALCONTAR	Alcóntar
 04009	ALCUDIA DE MONTEAGUD	Alcudia de Monteagud
 04010	ALHABIA	Alhabia
 04011	ALHAMA DE ALMERIA	Alhama de Almería
 04012	ALICUN	Alicún
 04900	ALMERIA	Almería
 04014	ALMOCITA	Almócita
 04015	ALSODUX	Alsodux
 04016	ANTAS	Antas
 04017	ARBOLEAS	Arboleas
 04018	ARMUÑA DE ALMANZORA	Armuña de Almanzora
 04019	BACARES	Bacares
 04106	BALANEGRA	Balanegra
 04020	BAYARCAL	Bayárcal
 04021	BAYARQUE	Bayarque
 04022	BEDAR	Bédar
 04023	BEIRES	Beires
 04024	BENAHADUX	Benahadux
 04026	BENITAGLA	Benitagla
 04027	BENIZALON	Benizalón
 04028	BENTARIQUE	Bentarique
 04029	BERJA	Berja
 04030	CANJAYAR	Canjáyar
 04031	CANTORIA	Cantoria
 04032	CARBONERAS	Carboneras
 04033	CASTRO DE FILABRES	Castro de Filabres
 04036	CHERCOS	Chercos
 04037	CHIRIVEL	Chirivel
 04034	COBDAR	Cóbdar
 04035	CUEVAS DEL ALMANZORA	Cuevas del Almanzora
 04038	DALIAS	Dalías
 04104	EL EJIDO	El Ejido
 04041	ENIX	Enix
 04043	FELIX	Felix
 04044	FINES	Fines
 04045	FIÑANA	Fiñana
 04046	FONDON	Fondón
 04047	GADOR	Gádor
 04049	GARRUCHA	Garrucha
 04050	GERGAL	Gérgal
 04051	HUECIJA	Huécija
 04052	HUERCAL DE ALMERIA	Huércal de Almería
 04053	HUERCAL OVERA	Huércal-Overa
 04054	ILLAR	Íllar
 04055	INSTINCION	Instinción
 04105	LA MOJONERA	La Mojonera
 04056	LAROYA	Laroya
 04040	LAS TRES VILLAS	Las Tres Villas
 04057	LAUJAR DE ANDARAX	Laujar de Andarax
 04058	LIJAR	Líjar
 04048	LOS GALLARDOS	Los Gallardos
 04059	LUBRIN	Lubrín
 04060	LUCAINENA DE LAS TORRES	Lucainena de las Torres
 04061	LUCAR	Lúcar
 04062	MACAEL	Macael
 04063	MARIA	María
 04064	MOJACAR	Mojácar
 04065	NACIMIENTO	Nacimiento
 04066	NIJAR	Níjar
 04067	OHANES	Ohanes
 04068	OLULA DE CASTRO	Olula de Castro
 04069	OLULA DEL RIO	Olula del Río
 04070	ORIA	Oria
 04071	PADULES	Padules
 04072	PARTALOA	Partaloa
 04073	PATERNA DEL RIO	Paterna del Río
 04074	PECHINA	Pechina
 04075	PULPI	Pulpí
 04076	PURCHENA	Purchena
 04077	RAGOL	Rágol
 04078	RIOJA	Rioja
 04079	ROQUETAS DE MAR	Roquetas de Mar
 04080	SANTA CRUZ DE MARCHENA	Santa Cruz de Marchena
 04081	SANTA FE DE MONDUJAR	Santa Fe de Mondújar
 04082	SENES	Senés
 04083	SERON	Serón
 04084	SIERRO	Sierro
 04085	SOMONTIN	Somontín
 04086	SORBAS	Sorbas
 04087	SUFLI	Suflí
 04088	TABERNAS	Tabernas
 04089	TABERNO	Taberno
 04090	TAHAL	Tahal
 04091	TERQUE	Terque
 04092	TIJOLA	Tíjola
 04093	TURRE	Turre
 04094	TURRILLAS	Turrillas
 04095	ULEILA DEL CAMPO	Uleila del Campo
 04096	URRACAL	Urrácal
 04097	VELEFIQUE	Velefique
 04098	VELEZ BLANCO	Vélez-Blanco
 04099	VELEZ RUBIO	Vélez-Rubio
 04100	VERA	Vera
 04101	VIATOR	Viator
 04102	VICAR	Vícar
 04103	ZURGENA	Zurgena
 05001	ADANERO	Adanero
 05005	ALBORNOS	Albornos
 05007	ALDEANUEVA DE SANTA CRUZ	Aldeanueva de Santa Cruz
 05008	ALDEASECA	Aldeaseca
 05012	AMAVIDA	Amavida
 05014	ARENAS DE SAN PEDRO	Arenas de San Pedro
 05015	AREVALILLO	Arevalillo
 05016	AREVALO	Arévalo
 05017	AVEINTE	Aveinte
 05018	AVELLANEDA	Avellaneda
 05900	AVILA	Ávila
 05023	BARROMAN	Barromán
 05024	BECEDAS	Becedas
 05025	BECEDILLAS	Becedillas
 05026	BERCIAL DE ZAPARDIEL	Bercial de Zapardiel
 05029	BERNUY ZAPARDIEL	Bernuy-Zapardiel
 05030	BERROCALEJO DE ARAGONA	Berrocalejo de Aragona
 05033	BLASCOMILLAN	Blascomillán
 05034	BLASCONUÑO DE MATACABRAS	Blasconuño de Matacabras
 05035	BLASCOSANCHO	Blascosancho
 05037	BOHOYO	Bohoyo
 05038	BONILLA DE LA SIERRA	Bonilla de la Sierra
 05039	BRABOS	Brabos
 05040	BULARROS	Bularros
 05041	BURGOHONDO	Burgohondo
 05042	CABEZAS DE ALAMBRE	Cabezas de Alambre
 05043	CABEZAS DEL POZO	Cabezas del Pozo
 05044	CABEZAS DEL VILLAR	Cabezas del Villar
 05045	CABIZUELA	Cabizuela
 05046	CANALES	Canales
 05047	CANDELEDA	Candeleda
 05048	CANTIVEROS	Cantiveros
 05049	CARDEÑOSA	Cardeñosa
 05052	CASAS DEL PUERTO	Casas del Puerto
 05053	CASASOLA	Casasola
 05054	CASAVIEJA	Casavieja
 05055	CASILLAS	Casillas
 05056	CASTELLANOS DE ZAPARDIEL	Castellanos de Zapardiel
 05057	CEBREROS	Cebreros
 05058	CEPEDA LA MORA	Cepeda la Mora
 05067	CHAMARTIN	Chamartín
 05059	CILLAN	Cillán
 05060	CISLA	Cisla
 05062	COLLADO DE CONTRERAS	Collado de Contreras
 05063	COLLADO DEL MIRON	Collado del Mirón
 05064	CONSTANZANA	Constanzana
 05065	CRESPOS	Crespos
 05066	CUEVAS DEL VALLE	Cuevas del Valle
 05272	DIEGO DEL CARPIO	Diego del Carpio
 05069	DONJIMENO	Donjimeno
 05070	DONVIDAS	Donvidas
 05013	EL ARENAL	El Arenal
 05021	EL BARCO DE AVILA	El Barco de Ávila
 05022	EL BARRACO	El Barraco
 05036	EL BOHODON	El Bohodón
 05076	EL FRESNO	El Fresno
 05100	EL HORNILLO	El Hornillo
 05102	EL HOYO DE PINARES	El Hoyo de Pinares
 05112	EL LOSAR DEL BARCO	El Losar del Barco
 05129	EL MIRON	El Mirón
 05175	EL OSO	El Oso
 05180	EL PARRAL	El Parral
 05241	EL TIEMBLO	El Tiemblo
 05072	ESPINOSA DE LOS CABALLEROS	Espinosa de los Caballeros
 05073	FLORES DE AVILA	Villaflor
 05074	FONTIVEROS	Fontiveros
 05075	FRESNEDILLA	Fresnedilla
 05077	FUENTE EL SAUZ	Fuente el Saúz
 05078	FUENTES DE AÑO	Fuentes de Año
 05079	GALLEGOS DE ALTAMIROS	Gallegos de Altamiros
 05080	GALLEGOS DE SOBRINOS	Gallegos de Sobrinos
 05081	GARGANTA DEL VILLAR	Garganta del Villar
 05082	GAVILANES	Gavilanes
 05083	GEMUÑO	Gemuño
 05085	GIL GARCIA	Gil García
 05084	GILBUENA	Gilbuena
 05086	GIMIALCON	Gimialcón
 05087	GOTARRENDURA	Gotarrendura
 05088	GRANDES Y SAN MARTIN	Grandes y San Martín
 05089	GUISANDO	Guisando
 05090	GUTIERRE MUÑOZ	Gutierre-Muñoz
 05092	HERNANSANCHO	Hernansancho
 05093	HERRADON DE PINARES	Herradón de Pinares
 05094	HERREROS DE SUSO	Herreros de Suso
 05095	HIGUERA DE LAS DUEÑAS	Higuera de las Dueñas
 05099	HORCAJO DE LAS TORRES	Horcajo de las Torres
 05101	HOYOCASERO	Hoyocasero
 05103	HOYORREDONDO	Hoyorredondo
 05106	HOYOS DE MIGUEL MUÑOZ	Hoyos de Miguel Muñoz
 05104	HOYOS DEL COLLADO	Hoyos del Collado
 05105	HOYOS DEL ESPINO	Hoyos del Espino
 05107	HURTUMPASCUAL	Hurtumpascual
 05108	JUNCIANA	Junciana
 05002	LA ADRADA	La Adrada
 05010	LA ALDEHUELA	La Aldehuela
 05051	LA CARRERA	La Carrera
 05061	LA COLILLA	La Colilla
 05096	LA HIJA DE DIOS	La Hija de Dios
 05097	LA HORCAJADA	La Horcajada
 05232	LA SERRADA	La Serrada
 05246	LA TORRE	La Torre
 05109	LANGA	Langa
 05110	LANZAHITA	Lanzahíta
 05027	LAS BERLANAS	Las Berlanas
 05168	LAS NAVAS DEL MARQUES	Las Navas del Marqués
 05113	LOS LLANOS DE TORMES	Los Llanos de Tormes
 05114	MADRIGAL DE LAS ALTAS TORRES	Madrigal de las Altas Torres
 05115	MAELLO	Maello
 05116	MALPARTIDA DE CORNEJA	Malpartida de Corneja
 05117	MAMBLAS	Mamblas
 05118	MANCERA DE ARRIBA	Mancera de Arriba
 05119	MANJABALAGO Y ORTIGOSA DE RIOA	Manjabálago y Ortigosa de Rioalmar
 05120	MARLIN	Marlín
 05121	MARTIHERRERO	Martiherrero
 05122	MARTINEZ	Martínez
 05123	MEDIANA DE VOLTOYA	Mediana de Voltoya
 05124	MEDINILLA	Medinilla
 05125	MENGAMUÑOZ	Mengamuñoz
 05126	MESEGAR DE CORNEJA	Mesegar de Corneja
 05127	MIJARES	Mijares
 05128	MINGORRIA	Mingorría
 05130	MIRONCILLO	Mironcillo
 05131	MIRUEÑA DE LOS INFANZONES	Mirueña de los Infanzones
 05132	MOMBELTRAN	Mombeltrán
 05133	MONSALUPE	Monsalupe
 05134	MORALEJA DE MATACABRAS	Moraleja de Matacabras
 05135	MUÑANA	Muñana
 05136	MUÑICO	Muñico
 05138	MUÑOGALINDO	Muñogalindo
 05139	MUÑOGRANDE	Muñogrande
 05140	MUÑOMER DEL PECO	Muñomer del Peco
 05141	MUÑOPEPE	Muñopepe
 05142	MUÑOSANCHO	Muñosancho
 05143	MUÑOTELLO	Muñotello
 05144	NARRILLOS DEL ALAMO	Narrillos del Álamo
 05145	NARRILLOS DEL REBOLLAR	Narrillos del Rebollar
 05149	NARROS DE SALDUEÑA	Narros de Saldueña
 05147	NARROS DEL CASTILLO	Narros del Castillo
 05148	NARROS DEL PUERTO	Narros del Puerto
 05152	NAVA DE AREVALO	Nava de Arévalo
 05153	NAVA DEL BARCO	Nava del Barco
 05151	NAVACEPEDILLA DE CORNEJA	Navacepedilla de Corneja
 05154	NAVADIJOS	Navadijos
 05155	NAVAESCURIAL	Navaescurial
 05156	NAVAHONDILLA	Navahondilla
 05157	NAVALACRUZ	Navalacruz
 05158	NAVALMORAL	Navalmoral
 05159	NAVALONGUILLA	Navalonguilla
 05160	NAVALOSA	Navalosa
 05161	NAVALPERAL DE PINARES	Navalperal de Pinares
 05162	NAVALPERAL DE TORMES	Navalperal de Tormes
 05163	NAVALUENGA	Navaluenga
 05164	NAVAQUESERA	Navaquesera
 05165	NAVARREDONDA DE GREDOS	Navarredonda de Gredos
 05166	NAVARREDONDILLA	Navarredondilla
 05167	NAVARREVISCA	Navarrevisca
 05169	NAVATALGORDO	Navatalgordo
 05170	NAVATEJARES	Navatejares
 05171	NEILA DE SAN MIGUEL	Neila de San Miguel
 05172	NIHARRA	Niharra
 05173	OJOS ALBOS	Ojos-Albos
 05174	ORBITA	Orbita
 05176	PADIERNOS	Padiernos
 05177	PAJARES DE ADAJA	Pajares de Adaja
 05178	PALACIOS DE GODA	Palacios de Goda
 05179	PAPATRIGO	Papatrigo
 05181	PASCUALCOBO	Pascualcobo
 05182	PEDRO BERNARDO	Pedro Bernardo
 05183	PEDRO RODRIGUEZ	Pedro-Rodríguez
 05184	PEGUERINOS	Peguerinos
 05185	PEÑALBA DE AVILA	Nava de Arévalo
 05186	PIEDRAHITA	Piedrahíta
 05187	PIEDRALAVES	Piedralaves
 05188	POVEDA	Poveda
 05189	POYALES DEL HOYO	Poyales del Hoyo
 05190	POZANCO	Pozanco
 05191	PRADOSEGAR	Pradosegar
 05192	PUERTO CASTILLA	Puerto Castilla
 05193	RASUEROS	Rasueros
 05194	RIOCABADO	Riocabado
 05195	RIOFRIO	Riofrío
 05196	RIVILLA DE BARAJAS	Rivilla de Barajas
 05197	SALOBRAL	Salobral
 05198	SALVADIOS	Salvadiós
 05199	SAN BARTOLOME DE BEJAR	San Bartolomé de Béjar
 05200	SAN BARTOLOME DE CORNEJA	San Bartolomé de Corneja
 05201	SAN BARTOLOME DE PINARES	San Bartolomé de Pinares
 05206	SAN ESTEBAN DE LOS PATOS	San Esteban de los Patos
 05208	SAN ESTEBAN DE ZAPARDIEL	San Esteban de Zapardiel
 05207	SAN ESTEBAN DEL VALLE	San Esteban del Valle
 05209	SAN GARCIA DE INGELMOS	San García de Ingelmos
 05269	SAN JUAN DE GREDOS	San Juan de Gredos
 05210	SAN JUAN DE LA ENCINILLA	San Juan de la Encinilla
 05211	SAN JUAN DE LA NAVA	San Juan de la Nava
 05212	SAN JUAN DEL MOLINILLO	San Juan del Molinillo
 05213	SAN JUAN DEL OLMO	San Juan del Olmo
 05214	SAN LORENZO DE TORMES	San Lorenzo de Tormes
 05215	SAN MARTIN DE LA VEGA DEL ALBE	San Martín de la Vega del Alberche
 05216	SAN MARTIN DEL PIMPOLLAR	San Martín del Pimpollar
 05217	SAN MIGUEL DE CORNEJA	San Miguel de Corneja
 05218	SAN MIGUEL DE SERREZUELA	San Miguel de Serrezuela
 05219	SAN PASCUAL	San Pascual
 05220	SAN PEDRO DEL ARROYO	San Pedro del Arroyo
 05231	SAN VICENTE DE AREVALO	San Vicente de Arévalo
 05204	SANCHIDRIAN	Sanchidrián
 05205	SANCHORREJA	Sanchorreja
 05222	SANTA CRUZ DE PINARES	Santa Cruz de Pinares
 05221	SANTA CRUZ DEL VALLE	Santa Cruz del Valle
 05226	SANTA MARIA DE LOS CABALLEROS	Santa María de los Caballeros
 05224	SANTA MARIA DEL ARROYO	Santa María del Arroyo
 05225	SANTA MARIA DEL BERROCAL	Santa María del Berrocal
 05270	SANTA MARIA DEL CUBILLO	Santa María del Cubillo
 05227	SANTA MARIA DEL TIETAR	Santa María del Tiétar
 05228	SANTIAGO DEL COLLADO	Santiago del Collado
 05273	SANTIAGO DEL TORMES	Santiago del Tormes
 05229	SANTO DOMINGO DE LAS POSADAS	Santo Domingo de las Posadas
 05230	SANTO TOME DE ZABARCOS	Santo Tomé de Zabarcos
 05233	SERRANILLOS	Serranillos
 05234	SIGERES	Sigeres
 05235	SINLABAJOS	Sinlabajos
 05236	SOLANA DE AVILA	Mancera de Arriba
 05237	SOLANA DE RIOALMAR	Solana de Rioalmar
 05238	SOLOSANCHO	Solosancho
 05239	SOTALBO	Sotalbo
 05240	SOTILLO DE LA ADRADA	Sotillo de la Adrada
 05242	TIÑOSILLOS	Tiñosillos
 05243	TOLBAÑOS	Tolbaños
 05244	TORMELLAS	Tormellas
 05245	TORNADIZOS DE AVILA	Tornadizos de Ávila
 05247	TORTOLES	Tórtoles
 05249	UMBRIAS	Umbrías
 05251	VADILLO DE LA SIERRA	Vadillo de la Sierra
 05252	VALDECASA	Valdecasa
 05253	VEGA DE SANTA MARIA	Vega de Santa María
 05254	VELAYOS	Velayos
 05256	VILLAFLOR	Villaflor
 05257	VILLAFRANCA DE LA SIERRA	Villafranca de la Sierra
 05274	VILLANUEVA DE AVILA	Villanueva del Campillo
 05258	VILLANUEVA DE GOMEZ	Villanueva de Gómez
 05259	VILLANUEVA DEL ACERAL	Villanueva del Aceral
 05260	VILLANUEVA DEL CAMPILLO	Villanueva del Campillo
 05261	VILLAR DE CORNEJA	Villar de Corneja
 05262	VILLAREJO DEL VALLE	Villarejo del Valle
 05263	VILLATORO	Villatoro
 05264	VIÑEGRA DE MORAÑA	Viñegra de Moraña
 05265	VITA	Vita
 05266	ZAPARDIEL DE LA CAÑADA	Zapardiel de la Cañada
 05267	ZAPARDIEL DE LA RIBERA	Zapardiel de la Ribera
 06001	ACEDERA	Acedera
 06002	ACEUCHAL	Aceuchal
 06003	AHILLONES	Ahillones
 06004	ALANGE	Alange
 06006	ALBURQUERQUE	Alburquerque
 06007	ALCONCHEL	Alconchel
 06008	ALCONERA	Alconera
 06009	ALJUCEN	Aljucén
 06010	ALMENDRAL	Almendral
 06011	ALMENDRALEJO	Almendralejo
 06012	ARROYO DE SAN SERVAN	Arroyo de San Serván
 06013	ATALAYA	Atalaya
 06014	AZUAGA	Azuaga
 06900	BADAJOZ	Badajoz
 06016	BARCARROTA	Barcarrota
 06017	BATERNO	Baterno
 06018	BENQUERENCIA DE LA SERENA	Benquerencia de la Serena
 06019	BERLANGA	Berlanga
 06020	BIENVENIDA	Bienvenida
 06021	BODONAL DE LA SIERRA	Bodonal de la Sierra
 06022	BURGUILLOS DEL CERRO	Burguillos del Cerro
 06023	CABEZA DEL BUEY	Cabeza del Buey
 06024	CABEZA LA VACA	Cabeza la Vaca
 06025	CALAMONTE	Calamonte
 06026	CALERA DE LEON	Calera de León
 06027	CALZADILLA DE LOS BARROS	Calzadilla de los Barros
 06028	CAMPANARIO	Campanario
 06029	CAMPILLO DE LLERENA	Campillo de Llerena
 06030	CAPILLA	Capilla
 06031	CARMONITA	Carmonita
 06033	CASAS DE DON PEDRO	Casas de Don Pedro
 06034	CASAS DE REINA	Casas de Reina
 06035	CASTILBLANCO	Castilblanco
 06036	CASTUERA	Castuera
 06042	CHELES	Cheles
 06038	CORDOBILLA DE LACARA	Cordobilla de Lácara
 06040	CORTE DE PELEAS	Corte de Peleas
 06041	CRISTINA	Cristina
 06043	DON ALVARO	DON ALVARO
 06044	DON BENITO	Don Benito
 06032	EL CARRASCALEJO	El Carrascalejo
 06045	ENTRIN BAJO	Entrín Bajo
 06046	ESPARRAGALEJO	Esparragalejo
 06047	ESPARRAGOSA DE LA SERENA	Esparragosa de la Serena
 06048	ESPARRAGOSA DE LARES	Esparragosa de Lares
 06049	FERIA	Feria
 06050	FREGENAL DE LA SIERRA	Fregenal de la Sierra
 06051	FUENLABRADA DE LOS MONTES	Fuenlabrada de los Montes
 06052	FUENTE DE CANTOS	Fuente de Cantos
 06053	FUENTE DEL ARCO	Fuente del Arco
 06054	FUENTE DEL MAESTRE	Fuente del Maestre
 06055	FUENTES DE LEON	Fuentes de León
 06056	GARBAYUELA	Garbayuela
 06057	GARLITOS	Garlitos
 06059	GRANJA DE TORREHERMOSA	Granja de Torrehermosa
 06165	GUADIANA	Guadiana
 06060	GUAREÑA	Guareña
 06062	HELECHOSA DE LOS MONTES	Helechosa de los Montes
 06063	HERRERA DEL DUQUE	Herrera del Duque
 06064	HIGUERA DE LA SERENA	Higuera de la Serena
 06065	HIGUERA DE LLERENA	Higuera de Llerena
